"","V1","V2"
"3617",102,71
"3618",71,124
"3619",124,32
"3620",32,15
"3621",15,12
"3622",12,23
"3623",23,21
"3624",21,11
"3625",11,12
"3626",12,57
"3627",57,47
"3628",47,54
"3629",54,51
"3630",51,107
"3631",107,58
"3632",58,60
"3633",60,20
"3634",20,22
"3635",22,24
"3636",24,68
"3637",68,63
"3638",63,50
"3639",50,48
"3640",48,58
"3641",58,56
"3642",56,54
"3643",54,52
"3644",52,51
"3645",51,48
"3646",48,47
"3647",47,60
"3648",60,16
"3649",16,14
"3650",14,29
"3651",29,84
"3652",84,117
"3653",117,115
"3654",115,113
"3655",113,82
"3656",82,79
"3657",79,81
"3658",81,117
"3659",117,119
"3660",119,121
"3661",121,123
"3662",123,128
"3663",128,129
"3664",129,35
"3665",35,37
"3666",37,40
"3667",40,34
"3668",34,31
"3669",31,29
"3670",29,23
"3671",23,76
"3672",76,84
"3673",84,71
"3674",71,78
"3675",78,88
"3676",88,86
"3677",86,85
"3678",85,83
"3679",83,35
"3680",35,14
"3681",14,58
"3682",58,12
"3683",12,55
"3684",55,48
"3685",48,61
"3686",61,63
"3687",63,67
"3688",67,125
"3689",125,0
"3690",0,67
"3691",67,70
"3692",70,72
"3693",72,74
"3694",74,81
"3695",81,82
"3696",82,83
"3697",83,118
"3698",118,108
"3699",108,107
"3700",107,105
"3701",105,103
"3702",103,54
"3703",54,56
"3704",56,18
"3705",18,13
"3706",13,57
"3707",57,45
"3708",45,46
"3709",46,44
"3710",44,39
"3711",39,55
"3712",55,16
"3713",16,14
"3714",14,25
"3715",25,24
"3716",24,26
"3717",26,28
"3718",28,21
"3719",21,22
"3720",22,18
"3721",18,16
"3722",16,56
"3723",56,13
"3724",13,59
"3725",59,105
"3726",105,116
"3727",116,117
"3728",117,111
"3729",111,109
"3730",109,108
"3731",108,94
"3732",94,96
"3733",96,97
"3734",97,99
"3735",99,100
"3736",100,102
"3737",102,120
"3738",120,119
"3739",119,117
"3740",117,116
"3741",116,114
"3742",114,112
"3743",112,111
"3744",111,112
"3745",112,104
"3746",104,102
"3747",102,53
"3748",53,59
"3749",59,17
"3750",17,27
"3751",27,26
"3752",26,16
"3753",16,14
"3754",14,12
"3755",12,59
"3756",59,58
"3757",58,49
"3758",49,59
"3759",59,18
"3760",18,19
"3761",19,17
"3762",17,60
"3763",60,52
"3764",52,54
"3765",54,56
"3766",56,58
"3767",58,13
"3768",13,12
"3769",12,22
"3770",22,30
"3771",30,80
"3772",80,87
"3773",87,66
"3774",66,31
"3775",31,29
"3776",29,28
"3777",28,27
"3778",27,82
"3779",82,24
"3780",24,22
"3781",22,20
"3782",20,19
"3783",19,17
"3784",17,58
"3785",58,18
"3786",18,57
"3787",57,13
"3788",13,59
"3789",59,46
"3790",46,48
"3791",48,50
"3792",50,51
"3793",51,52
"3794",52,54
"3795",54,56
"3796",56,47
"3797",47,48
"3798",48,50
"3799",50,51
"3800",51,52
"3801",52,46
"3802",46,58
"3803",58,59
"3804",59,61
"3805",61,47
"3806",47,48
"3807",48,50
"3808",50,51
"3809",51,50
"3810",50,51
"3811",51,50
"3812",50,57
"3813",57,47
"3814",47,48
"3815",48,52
"3816",52,54
"3817",54,9
"3818",9,18
"3819",18,17
"3820",17,63
"3821",63,46
"3822",46,57
"3823",57,53
"3824",53,49
"3825",49,58
"3826",58,56
"3827",56,12
"3828",12,13
"3829",13,77
"3830",77,75
"3831",75,74
"3832",74,85
"3833",85,86
"3834",86,87
"3835",87,89
"3836",89,78
"3837",78,90
"3838",90,0
"3839",0,81
"3840",81,79
"3841",79,77
"3842",77,83
"3843",83,82
"3844",82,81
"3845",81,113
"3846",113,114
"3847",114,81
"3848",81,79
"3849",79,77
"3850",77,79
"3851",79,83
"3852",83,85
"3853",85,25
"3854",25,24
"3855",24,22
"3856",22,20
"3857",20,80
"3858",80,90
"3859",90,89
"3860",89,76
"3861",76,77
"3862",77,14
"3863",14,70
"3864",70,21
"3865",21,15
"3866",15,30
"3867",30,35
"3868",35,37
"3869",37,1
"3870",1,89
"3871",89,79
"3872",79,81
"3873",81,82
"3874",82,14
"3875",14,16
"3876",16,17
"3877",17,60
"3878",60,18
"3879",18,19
"3880",19,20
"3881",20,21
"3882",21,22
"3883",22,24
"3884",24,26
"3885",26,27
"3886",27,15
"3887",15,86
"3888",86,80
"3889",80,82
"3890",82,83
"3891",83,69
"3892",69,68
"3893",68,25
"3894",25,26
"3895",26,24
"3896",24,14
"3897",14,59
"3898",59,13
"3899",13,56
"3900",56,58
"3901",58,56
"3902",56,54
"3903",54,52
"3904",52,51
"3905",51,50
"3906",50,51
"3907",51,50
"3908",50,48
"3909",48,59
"3910",59,16
"3911",16,14
"3912",14,28
"3913",28,27
"3914",27,19
"3915",19,20
"3916",20,58
"3917",58,13
"3918",13,57
"3919",57,12
"3920",12,10
"3921",10,8
"3922",8,5
"3923",5,3
"3924",3,1
"3925",1,121
"3926",121,120
"3927",120,119
"3928",119,107
"3929",107,108
"3930",108,109
"3931",109,110
"3932",110,118
"3933",118,118
