"","V1","V2"
"159",50,104
"160",104,10
"161",10,85
"162",85,23
"163",23,96
"164",96,40
"165",40,158
"166",158,34
"167",34,92
"168",92,133
"169",133,2
"170",2,78
"171",78,147
"172",147,86
"173",86,9
"174",9,69
"175",69,11
"176",11,70
"177",70,141
"178",141,50
"179",50,143
"180",143,82
"181",82,167
"182",167,93
"183",93,132
"184",132,21
"185",21,82
"186",82,5
"187",5,81
"188",81,166
"189",166,49
"190",49,169
"191",169,56
"192",56,143
"193",143,72
"194",72,176
"195",176,123
"196",123,175
"197",175,122
"198",122,13
"199",13,157
"200",157,34
"201",34,107
"202",107,51
"203",51,174
"204",174,122
"205",122,16
"206",16,124
"207",124,60
"208",60,162
"209",162,61
"210",61,117
"211",117,62
"212",62,172
"213",172,91
"214",91,170
"215",170,67
"216",67,1
"217",1,100
"218",100,26
"219",26,149
"220",149,110
"221",110,178
"222",178,137
"223",137,29
"224",29,152
"225",152,30
"226",30,143
"227",143,5
"228",5,89
"229",89,170
"230",170,118
"231",118,39
"232",39,95
"233",95,21
"234",21,85
"235",85,126
"236",126,64
"237",64,161
"238",161,60
"239",60,116
"240",116,78
"241",78,165
"242",165,77
"243",77,148
"244",148,87
"245",87,138
"246",138,177
"247",177,64
"248",64,176
"249",176,139
"250",139,56
"251",56,132
"252",132,3
"253",3,78
"254",78,161
"255",161,42
"256",42,163
"257",163,40
"258",40,97
"259",97,138
"260",138,34
"261",34,98
"262",98,177
"263",177,75
"264",75,146
"265",146,79
"266",79,119
"267",119,12
"268",12,71
"269",71,136
"270",136,85
"271",85,9
"272",9,102
"273",102,48
"274",48,87
"275",87,127
"276",127,8
"277",8,71
"278",71,129
"279",129,27
"280",27,92
"281",92,35
"282",35,124
"283",124,18
"284",18,76
"285",76,111
"286",111,49
"287",49,140
"288",140,46
"289",46,89
"290",89,141
"291",141,84
"292",84,125
"293",125,47
"294",47,178
"295",178,97
"296",97,136
"297",136,179
"298",179,77
"299",77,178
"300",178,130
"301",130,95
"302",95,29
"303",29,114
"304",114,154
"305",154,38
"306",38,163
"307",163,71
"308",71,11
"309",11,156
"310",156,41
"311",41,162
"312",162,45
"313",45,168
"314",168,94
"315",94,131
"316",131,52
"317",52,106
"318",106,32
"319",32,115
"320",115,79
"321",79,148
"322",148,52
"323",52,172
"324",172,120
"325",120,15
"326",15,89
"327",89,128
"328",128,20
"329",20,131
"330",131,64
"331",64,139
"332",139,21
"333",21,93
"334",93,19
"335",19,81
"336",81,120
"337",120,173
"338",173,93
"339",93,170
"340",170,50
"341",50,116
"342",116,55
"343",55,110
"344",110,75
"345",75,163
"346",163,124
"347",124,33
"348",33,98
"349",98,42
"350",42,121
"351",121,14
"352",14,91
"353",91,48
"354",48,165
"355",165,41
"356",41,166
"357",166,126
"358",126,9
"359",9,150
"360",150,112
"361",112,149
"362",149,25
"363",25,134
"364",134,1
"365",1,44
"366",44,158
"367",158,13
"368",13,72
"369",72,130
"370",130,87
"371",87,24
"372",24,86
"373",86,49
"374",49,135
"375",135,0
"376",0,74
"377",74,142
"378",142,27
"379",27,106
"380",106,51
"381",51,168
"382",168,128
"383",128,88
"384",88,47
"385",47,104
"386",104,48
"387",48,177
"388",177,103
"389",103,10
"390",10,101
"391",101,2
"392",2,141
"393",141,102
"394",102,30
"395",30,106
"396",106,145
"397",145,73
"398",73,143
"399",143,49
"400",49,103
"401",103,143
"402",143,4
"403",4,80
"404",80,120
"405",120,3
"406",3,88
"407",88,33
"408",33,74
"409",74,109
"410",109,45
"411",45,0
"412",0,65
"413",65,134
"414",134,95
"415",95,147
"416",147,109
"417",109,76
"418",76,160
"419",160,42
"420",42,127
"421",127,50
"422",50,134
"423",134,59
"424",59,154
"425",154,115
"426",115,149
"427",149,8
"428",8,151
"429",151,111
"430",111,178
"431",178,65
"432",65,169
"433",169,117
"434",117,56
"435",56,144
"436",144,31
"437",31,113
"438",113,78
"439",78,117
"440",117,157
"441",157,12
"442",12,155
"443",155,62
"444",62,162
"445",162,44
"446",44,134
"447",134,67
"448",67,165
"449",165,126
"450",126,63
"451",63,118
"452",118,40
"453",40,165
"454",165,42
"455",42,158
"456",158,35
"457",35,93
"458",93,46
"459",46,129
"460",129,91
"461",91,36
"462",36,136
"463",136,93
"464",93,49
"465",49,98
"466",98,27
"467",27,150
"468",150,28
"469",28,135
"470",135,84
"471",84,173
"472",173,121
"473",121,161
"474",161,61
"475",61,130
"476",130,169
"477",169,66
"478",66,1
"479",1,105
"480",105,44
"481",44,166
"482",166,80
"483",80,145
"484",145,7
"485",7,70
"486",70,143
"487",143,98
"488",98,46
"489",46,179
"490",179,105
"491",105,32
"492",32,75
"493",75,17
"494",17,118
"495",118,80
"496",80,114
"497",114,150
"498",150,53
"499",53,109
"500",109,26
"501",26,99
"502",99,43
"503",43,2
"504",2,119
"505",119,171
"506",171,132
"507",132,38
"508",38,95
"509",95,49
"510",49,90
"511",90,128
"512",128,87
"513",87,12
"514",12,156
"515",156,87
"516",87,124
"517",124,164
"518",164,39
"519",39,155
"520",155,117
"521",117,149
"522",149,9
"523",9,119
"524",119,50
"525",50,175
"526",175,140
"527",140,101
"528",101,33
"529",33,73
"530",73,136
"531",136,26
"532",26,150
"533",150,110
"534",110,48
"535",48,88
"536",88,149
"537",149,53
"538",53,173
"539",173,41
"540",41,102
"541",102,175
"542",175,42
"543",42,93
"544",93,146
"545",146,107
"546",107,74
"547",74,31
"548",31,107
"549",107,46
"550",46,123
"551",123,83
"552",83,22
"553",22,132
"554",132,46
"555",46,159
"556",159,35
"557",35,123
"558",123,81
"559",81,7
"560",7,150
"561",150,116
"562",116,61
"563",61,124
"564",124,177
"565",177,129
"566",129,70
"567",70,12
"568",12,158
"569",158,14
"570",14,157
"571",157,27
"572",27,91
"573",91,49
"574",49,97
"575",97,172
"576",172,121
"577",121,85
"578",85,48
"579",48,129
"580",129,96
"581",96,7
"582",7,128
"583",128,24
"584",24,147
"585",147,6
"586",6,144
"587",144,58
"588",58,167
"589",167,127
"590",127,23
"591",23,132
"592",132,94
"593",94,133
"594",133,58
"595",58,153
"596",153,31
"597",31,96
"598",96,148
"599",148,71
"600",71,141
"601",141,101
"602",101,47
"603",47,114
"604",114,77
"605",77,110
"606",110,74
"607",74,34
"608",34,167
"609",167,53
"610",53,9
"611",9,78
"612",78,44
"613",44,129
"614",129,54
"615",54,174
"616",174,91
"617",91,32
"618",32,138
"619",138,98
"620",98,0
"621",0,43
"622",43,107
"623",107,29
"624",29,143
"625",143,91
"626",91,44
"627",44,161
"628",161,93
"629",93,37
"630",37,75
"631",75,106
"632",106,73
"633",73,164
"634",164,126
"635",126,84
"636",84,122
"637",122,43
"638",43,179
"639",179,126
"640",126,20
"641",20,132
"642",132,170
"643",170,46
"644",46,80
"645",80,12
"646",12,73
"647",73,16
"648",16,60
"649",60,163
"650",163,41
"651",41,171
"652",171,130
"653",130,179
"654",179,110
"655",110,78
"656",78,118
"657",118,57
"658",57,143
"659",143,104
"660",104,168
"661",168,84
"662",84,48
"663",48,159
"664",159,120
"665",120,18
"666",18,77
"667",77,115
"668",115,152
"669",152,36
"670",36,137
"671",137,48
"672",48,86
"673",86,157
"674",157,11
"675",11,107
"676",107,48
"677",48,92
"678",92,166
"679",166,33
"680",33,114
"681",114,30
"682",30,75
"683",75,138
"684",138,178
"685",178,93
"686",93,142
"687",142,4
"688",4,76
"689",76,0
"690",0,140
"691",140,66
"692",66,121
"693",121,12
"694",12,154
"695",154,113
"696",113,148
"697",148,118
"698",118,81
"699",81,113
"700",113,27
"701",27,107
"702",107,53
"703",53,10
"704",10,120
"705",120,4
"706",4,147
"707",147,116
"708",116,81
"709",81,144
"710",144,32
"711",32,73
"712",73,35
"713",35,99
"714",99,136
"715",136,173
"716",173,75
"717",75,31
"718",31,148
"719",148,80
"720",80,2
"721",2,44
"722",44,79
"723",79,109
"724",109,33
"725",33,93
"726",93,22
"727",22,134
"728",134,172
"729",172,93
"730",93,162
"731",162,97
"732",97,128
"733",128,26
"734",26,88
"735",88,11
"736",11,155
"737",155,61
"738",61,132
"739",132,89
"740",89,49
"741",49,8
"742",8,69
"743",69,162
"744",162,124
"745",124,88
"746",88,140
"747",140,103
"748",103,161
"749",161,32
"750",32,74
"751",74,10
"752",10,55
"753",55,175
"754",175,41
"755",41,96
"756",96,137
"757",137,17
"758",17,59
"759",59,14
"760",14,159
"761",159,29
"762",29,133
"763",133,46
"764",46,92
"765",92,131
"766",131,170
"767",170,101
"768",101,49
"769",49,176
"770",176,108
"771",108,167
"772",167,85
"773",85,147
"774",147,119
"775",119,159
"776",159,45
"777",45,78
"778",78,114
"779",114,152
"780",152,9
"781",9,148
"782",148,72
"783",72,33
"784",33,113
"785",113,79
"786",79,4
"787",4,45
"788",45,140
"789",140,71
"790",71,128
"791",128,177
"792",177,92
"793",92,50
"794",50,9
"795",9,157
"796",157,15
"797",15,166
"798",166,78
"799",78,109
"800",109,43
"801",43,127
"802",127,98
"803",98,30
"804",30,95
"805",95,46
"806",46,102
"807",102,38
"808",38,115
"809",115,151
"810",151,27
"811",27,137
"812",137,95
"813",95,171
"814",171,135
"815",135,96
"816",96,176
"817",176,65
"818",65,156
"819",156,116
"820",116,149
"821",149,118
"822",118,154
"823",154,53
"824",53,121
"825",121,67
"826",67,141
"827",141,174
"828",174,68
"829",68,6
"830",6,151
"831",151,112
"832",112,76
"833",76,36
"834",36,9
"835",9,83
"836",83,173
"837",173,63
"838",63,166
"839",166,16
"840",16,75
"841",75,148
"842",148,40
"843",40,172
"844",172,133
"845",133,97
"846",97,149
"847",149,120
"848",120,84
"849",84,24
"850",24,103
"851",103,29
"852",29,130
"853",130,93
"854",93,36
"855",36,74
"856",74,105
"857",105,141
"858",141,25
"859",25,99
"860",99,49
"861",49,94
"862",94,145
"863",145,3
"864",3,112
"865",112,82
"866",82,47
"867",47,168
"868",168,34
"869",34,160
"870",160,122
"871",122,32
"872",32,87
"873",87,49
"874",49,92
"875",92,31
"876",31,139
"877",139,76
"878",76,115
"879",115,58
"880",58,14
"881",14,165
"882",165,125
"883",125,83
"884",83,8
"885",8,162
"886",162,15
"887",15,57
"888",57,145
"889",145,117
"890",117,150
"891",150,8
"892",8,48
"893",48,90
"894",90,11
"895",11,103
"896",103,0
"897",0,49
"898",49,88
"899",88,123
"900",123,174
"901",174,102
"902",102,71
"903",71,130
"904",130,12
"905",12,159
"906",159,41
"907",41,76
"908",76,33
"909",33,78
"910",78,108
"911",108,177
"912",177,140
"913",140,107
"914",107,62
"915",62,174
"916",174,42
"917",42,162
"918",162,9
"919",9,101
"920",101,46
"921",46,126
"922",126,99
"923",99,71
"924",71,142
"925",142,48
"926",48,114
"927",114,155
"928",155,60
"929",60,15
"930",15,164
"931",164,127
"932",127,18
"933",18,80
"934",80,0
"935",0,131
"936",131,18
"937",18,125
"938",125,87
"939",87,4
"940",4,70
"941",70,10
"942",10,151
"943",151,116
"944",116,146
"945",146,77
"946",77,111
"947",111,28
"948",28,95
"949",95,6
"950",6,152
"951",152,112
"952",112,25
"953",25,148
"954",148,121
"955",121,174
"956",174,137
"957",137,86
"958",86,127
"959",127,73
"960",73,34
"961",34,124
"962",124,19
"963",19,138
"964",138,175
"965",175,93
"966",93,39
"967",39,162
"968",162,104
"969",104,71
"970",71,33
"971",33,80
"972",80,47
"973",47,146
"974",146,8
"975",8,37
"976",37,95
"977",95,31
"978",31,152
"979",152,7
"980",7,157
"981",157,26
"982",26,92
"983",92,43
"984",43,77
"985",77,116
"986",116,148
"987",148,111
"988",111,31
"989",31,163
"990",163,99
"991",99,179
"992",179,111
"993",111,78
"994",78,8
"995",8,156
"996",156,10
"997",10,129
"998",129,60
"999",60,17
"1000",17,74
"1001",74,37
"1002",37,132
"1003",132,2
"1004",2,146
"1005",146,120
"1006",120,65
"1007",65,132
"1008",132,169
"1009",169,46
"1010",46,6
"1011",6,122
"1012",122,89
"1013",89,32
"1014",32,149
"1015",149,113
"1016",113,5
"1017",5,45
"1018",45,134
"1019",134,32
"1020",32,109
"1021",109,54
"1022",54,135
"1023",135,98
"1024",98,132
"1025",132,174
"1026",174,135
"1027",135,92
"1028",92,14
"1029",14,167
"1030",167,52
"1031",52,9
"1032",9,164
"1033",164,98
"1034",98,159
"1035",159,6
"1036",6,80
"1037",80,107
"1038",107,72
"1039",72,101
"1040",101,48
"1041",48,89
"1042",89,34
"1043",34,1
"1044",1,86
"1045",86,136
"1046",136,72
"1047",72,9
"1048",9,151
"1049",151,35
"1050",35,108
"1051",108,79
"1052",79,20
"1053",20,76
"1054",76,34
"1055",34,102
"1056",102,142
"1057",142,173
"1058",173,96
"1059",96,49
"1060",49,126
"1061",126,17
"1062",17,91
"1063",91,46
"1064",46,79
"1065",79,32
"1066",32,139
"1067",139,179
"1068",179,49
"1069",49,116
"1070",116,144
"1071",144,4
"1072",4,152
"1073",152,113
"1074",113,74
"1075",74,101
"1076",101,179
"1077",179,65
"1078",65,6
"1079",6,94
"1080",94,127
"1081",127,163
"1082",163,105
"1083",105,144
"1084",144,118
"1085",118,147
"1086",147,39
"1087",39,75
"1088",75,35
"1089",35,0
"1090",0,44
"1091",44,3
"1092",3,34
"1093",34,116
"1094",116,59
"1095",59,16
"1096",16,56
"1097",56,136
"1098",136,170
"1099",170,54
"1100",54,131
"1101",131,178
"1102",178,125
"1103",125,61
"1104",61,15
"1105",15,167
"1106",167,116
"1107",116,79
"1108",79,110
"1109",110,73
"1110",73,131
"1111",131,88
"1112",88,162
"1113",162,6
"1114",6,143
"1115",143,45
"1116",45,81
"1117",81,106
"1118",106,61
"1119",61,145
"1120",145,113
"1121",113,150
"1122",150,99
"1123",99,134
"1124",134,175
"1125",175,87
"1126",87,44
"1127",44,159
"1128",159,15
"1129",15,163
"1130",163,33
"1131",33,77
"1132",77,12
"1133",12,165
"1134",165,66
"1135",66,135
"1136",135,25
"1137",25,96
"1138",96,68
"1139",68,10
"1140",10,149
"1141",149,114
"1142",114,79
"1143",79,107
"1144",107,18
"1145",18,137
"1146",137,35
"1147",35,72
"1148",72,14
"1149",14,156
"1150",156,63
"1151",63,119
"1152",119,149
"1153",149,123
"1154",123,89
"1155",89,127
"1156",127,175
"1157",175,97
"1158",97,46
"1159",46,124
"1160",124,82
"1161",82,109
"1162",109,149
"1163",149,27
"1164",27,69
"1165",69,95
"1166",95,132
"1167",132,75
"1168",75,109
"1169",109,44
"1170",44,77
"1171",77,19
"1172",19,121
"1173",121,147
"1174",147,79
"1175",79,10
"1176",10,37
"1177",37,160
"1178",160,30
"1179",30,112
"1180",112,153
"1181",153,30
"1182",30,90
"1183",90,50
"1184",50,85
"1185",85,178
"1186",178,105
"1187",105,169
"1188",169,14
"1189",14,164
"1190",164,78
"1191",78,148
"1192",148,117
"1193",117,142
"1194",142,28
"1195",28,157
"1196",157,5
"1197",5,148
"1198",148,70
"1199",70,28
"1200",28,112
"1201",112,79
"1202",79,106
"1203",106,49
"1204",49,9
"1205",9,165
"1206",165,107
"1207",107,10
"1208",10,157
"1209",157,6
"1210",6,161
"1211",161,125
"1212",125,100
"1213",100,74
"1214",74,179
"1215",179,121
"1216",121,145
"1217",145,22
"1218",22,140
"1219",140,99
"1220",99,44
"1221",44,85
"1222",85,47
"1223",47,108
"1224",108,76
"1225",76,114
"1226",114,147
"1227",147,120
"1228",120,11
"1229",11,38
"1230",38,116
"1231",116,155
"1232",155,9
"1233",9,51
"1234",51,171
"1235",171,101
"1236",101,29
"1237",29,94
"1238",94,46
"1239",46,139
"1240",139,49
"1241",49,3
"1242",3,157
"1243",157,88
"1244",88,120
"1245",120,79
"1246",79,104
"1247",104,81
"1248",81,47
"1249",47,129
"1250",129,24
"1251",24,65
"1252",65,170
"1253",170,134
"1254",134,43
"1255",43,178
"1256",178,142
"1257",142,73
"1258",73,37
"1259",37,152
"1260",152,116
"1261",116,10
"1262",10,128
"1263",128,74
"1264",74,112
"1265",112,56
"1266",56,17
"1267",17,58
"1268",58,119
"1269",119,163
"1270",163,130
"1271",130,99
"1272",99,27
"1273",27,158
"1274",158,45
"1275",45,169
"1276",169,135
"1277",135,90
"1278",90,35
"1279",35,2
"1280",2,73
"1281",73,31
"1282",31,79
"1283",79,111
"1284",111,84
"1285",84,13
"1286",13,166
"1287",166,102
"1288",102,132
"1289",132,63
"1290",63,18
"1291",18,143
"1292",143,177
"1293",177,46
"1294",46,114
"1295",114,53
"1296",53,136
"1297",136,94
"1298",94,134
"1299",134,26
"1300",26,142
"1301",142,90
"1302",90,29
"1303",29,151
"1304",151,7
"1305",7,156
"1306",156,13
"1307",13,73
"1308",73,102
"1309",102,28
"1310",28,138
"1311",138,38
"1312",38,82
"1313",82,106
"1314",106,134
"1315",134,101
"1316",101,124
"1317",124,47
"1318",47,86
"1319",86,148
"1320",148,8
"1321",8,165
"1322",165,16
"1323",16,61
"1324",61,154
"1325",154,11
"1326",11,80
"1327",80,105
"1328",105,136
"1329",136,29
"1330",29,74
"1331",74,145
"1332",145,116
"1333",116,143
"1334",143,119
"1335",119,40
"1336",40,115
"1337",115,78
"1338",78,112
"1339",112,49
"1340",49,85
"1341",85,109
"1342",109,64
"1343",64,8
"1344",8,157
"1345",157,4
"1346",4,34
"1347",34,70
"1348",70,136
"1349",136,177
"1350",177,111
"1351",111,149
"1352",149,41
"1353",41,176
"1354",176,129
"1355",129,164
"1356",164,32
"1357",32,94
"1358",94,38
"1359",38,10
"1360",10,153
"1361",153,113
"1362",113,77
"1363",77,34
"1364",34,109
"1365",109,80
"1366",80,1
"1367",1,99
"1368",99,75
"1369",75,41
"1370",41,125
"1371",125,33
"1372",33,91
"1373",91,50
"1374",50,142
"1375",142,120
"1376",120,16
"1377",16,162
"1378",162,5
"1379",5,96
"1380",96,30
"1381",30,151
"1382",151,118
"1383",118,158
"1384",158,2
"1385",2,110
"1386",110,81
"1387",81,48
"1388",48,83
"1389",83,105
"1390",105,70
"1391",70,167
"1392",167,12
"1393",12,39
"1394",39,92
"1395",92,139
"1396",139,116
"1397",116,153
"1398",153,6
"1399",6,160
"1400",160,15
"1401",15,168
"1402",168,46
"1403",46,5
"1404",5,91
"1405",91,126
"1406",126,149
"1407",149,122
"1408",122,147
"1409",147,112
"1410",112,4
"1411",4,161
"1412",161,43
"1413",43,1
"1414",1,111
"1415",111,75
"1416",75,34
"1417",34,0
"1418",0,144
"1419",144,123
"1420",123,94
"1421",94,69
"1422",69,128
"1423",128,48
"1424",48,93
"1425",93,168
"1426",168,137
"1427",137,176
"1428",176,73
"1429",73,148
"1430",148,24
"1431",24,96
"1432",96,134
"1433",134,54
"1434",54,149
"1435",149,98
"1436",98,68
"1437",68,29
"1438",29,113
"1439",113,57
"1440",57,18
"1441",18,62
"1442",62,15
"1443",15,156
"1444",156,9
"1445",9,104
"1446",104,148
"1447",148,115
"1448",115,60
"1449",60,106
"1450",106,78
"1451",78,32
"1452",32,153
"1453",153,59
"1454",59,160
"1455",160,28
"1456",28,130
"1457",130,16
"1458",16,58
"1459",58,145
"1460",145,119
"1461",119,150
"1462",150,34
"1463",34,72
"1464",72,126
"1465",126,147
"1466",147,117
"1467",117,55
"1468",55,155
"1469",155,84
"1470",84,10
"1471",10,36
"1472",36,73
"1473",73,109
"1474",109,84
"1475",84,104
"1476",104,74
"1477",74,114
"1478",114,82
"1479",82,119
"1480",119,8
"1481",8,161
"1482",161,15
"1483",15,171
"1484",171,14
"1485",14,74
"1486",74,38
"1487",38,162
"1488",162,118
"1489",118,175
"1490",175,43
"1491",43,78
"1492",78,119
"1493",119,141
"1494",141,121
"1495",121,150
"1496",150,10
"1497",10,87
"1498",87,13
"1499",13,41
"1500",41,97
"1501",97,7
"1502",7,45
"1503",45,77
"1504",77,109
"1505",109,86
"1506",86,43
"1507",43,95
"1508",95,126
"1509",126,22
"1510",22,85
"1511",85,113
"1512",113,151
"1513",151,117
"1514",117,33
"1515",33,75
"1516",75,129
"1517",129,169
"1518",169,100
"1519",100,31
"1520",31,103
"1521",103,81
"1522",81,111
"1523",111,152
"1524",152,8
"1525",8,96
"1526",96,34
"1527",34,2
"1528",2,157
"1529",157,0
"1530",0,42
"1531",42,156
"1532",156,6
"1533",6,164
"1534",164,52
"1535",52,149
"1536",149,101
"1537",101,139
"1538",139,174
"1539",174,101
"1540",101,81
"1541",81,115
"1542",115,150
"1543",150,25
"1544",25,106
"1545",106,62
"1546",62,130
"1547",130,9
"1548",9,37
"1549",37,11
"1550",11,151
"1551",151,114
"1552",114,58
"1553",58,154
"1554",154,9
"1555",9,159
"1556",159,47
"1557",47,115
"1558",115,147
"1559",147,124
"1560",124,175
"1561",175,54
"1562",54,9
"1563",9,163
"1564",163,4
"1565",4,165
"1566",165,80
"1567",80,48
"1568",48,9
"1569",9,67
"1570",67,92
"1571",92,69
"1572",69,140
"1573",140,23
"1574",23,83
"1575",83,113
"1576",113,26
"1577",26,156
"1578",156,115
"1579",115,166
"1580",166,42
"1581",42,118
"1582",118,146
"1583",146,119
"1584",119,64
"1585",64,25
"1586",25,67
"1587",67,133
"1588",133,179
"1589",179,158
"1590",158,15
"1591",15,165
"1592",165,106
"1593",106,85
"1594",85,156
"1595",156,40
"1596",40,75
"1597",75,114
"1598",114,84
"1599",84,43
"1600",43,100
"1601",100,71
"1602",71,35
"1603",35,116
"1604",116,141
"1605",141,46
"1606",46,99
"1607",99,74
"1608",74,35
"1609",35,79
"1610",79,118
"1611",118,150
"1612",150,111
"1613",111,88
"1614",88,109
"1615",109,50
"1616",50,111
"1617",111,86
"1618",86,31
"1619",31,143
"1620",143,121
"1621",121,140
"1622",140,119
"1623",119,144
"1624",144,121
"1625",121,15
"1626",15,170
"1627",170,61
"1628",61,135
"1629",135,48
"1630",48,82
"1631",82,9
"1632",9,147
"1633",147,61
"1634",61,19
"1635",19,142
"1636",142,81
"1637",81,108
"1638",108,147
"1639",147,128
"1640",128,166
"1641",166,6
"1642",6,154
"1643",154,24
"1644",24,125
"1645",125,71
"1646",71,106
"1647",106,11
"1648",11,36
"1649",36,113
"1650",113,28
"1651",28,97
"1652",97,75
"1653",75,102
"1654",102,10
"1655",10,152
"1656",152,117
"1657",117,83
"1658",83,46
"1659",46,178
"1660",178,34
"1661",34,159
"1662",159,5
"1663",5,156
"1664",156,4
"1665",4,166
"1666",166,9
"1667",9,153
"1668",153,54
"1669",54,110
"1670",110,29
"1671",29,104
"1672",104,131
"1673",131,168
"1674",168,6
"1675",6,155
"1676",155,65
"1677",65,110
"1678",110,76
"1679",76,16
"1680",16,55
"1681",55,109
"1682",109,177
"1683",177,157
"1684",157,115
"1685",115,153
"1686",153,37
"1687",37,72
"1688",72,98
"1689",98,75
"1690",75,36
"1691",36,8
"1692",8,154
"1693",154,45
"1694",45,6
"1695",6,148
"1696",148,119
"1697",119,142
"1698",142,123
"1699",123,47
"1700",47,139
"1701",139,121
"1702",121,61
"1703",61,105
"1704",105,81
"1705",81,149
"1706",149,125
"1707",125,147
"1708",147,103
"1709",103,71
"1710",71,146
"1711",146,115
"1712",115,53
"1713",53,151
"1714",151,26
"1715",26,104
"1716",104,86
"1717",86,108
"1718",108,136
"1719",136,15
"1720",15,52
"1721",52,10
"1722",10,56
"1723",56,159
"1724",159,43
"1725",43,14
"1726",14,162
"1727",162,2
"1728",2,68
"1729",68,91
"1730",91,130
"1731",130,105
"1732",105,78
"1733",78,149
"1734",149,121
"1735",121,171
"1736",171,60
"1737",60,14
"1738",14,172
"1739",172,119
"1740",119,15
"1741",15,48
"1742",48,111
"1743",111,72
"1744",72,142
"1745",142,104
"1746",104,82
"1747",82,102
"1748",102,79
"1749",79,34
"1750",34,166
"1751",166,11
"1752",11,152
"1753",152,119
"1754",119,155
"1755",155,8
"1756",8,163
"1757",163,6
"1758",6,158
"1759",158,47
"1760",47,79
"1761",79,30
"1762",30,67
"1763",67,122
"1764",122,31
"1765",31,91
"1766",91,119
"1767",119,94
"1768",94,52
"1769",52,120
"1770",120,151
"1771",151,12
"1772",12,68
"1773",68,93
"1774",93,148
"1775",148,88
"1776",88,114
"1777",114,81
"1778",81,20
"1779",20,138
"1780",138,173
"1781",173,58
"1782",58,143
"1783",143,113
"1784",113,147
"1785",147,129
"1786",129,61
"1787",61,107
"1788",107,149
"1789",149,124
"1790",124,12
"1791",12,40
"1792",40,126
"1793",126,145
"1794",145,20
"1795",20,60
"1796",60,153
"1797",153,11
"1798",11,104
"1799",104,43
"1800",43,76
"1801",76,96
"1802",96,29
"1803",29,71
"1804",71,1
"1805",1,159
"1806",159,178
"1807",178,52
"1808",52,5
"1809",5,34
"1810",34,67
"1811",67,95
"1812",95,151
"1813",151,55
"1814",55,111
"1815",111,147
"1816",147,96
"1817",96,32
"1818",32,166
"1819",166,3
"1820",3,161
"1821",161,36
"1822",36,77
"1823",77,166
"1824",166,43
"1825",43,121
"1826",121,146
"1827",146,125
"1828",125,93
"1829",93,71
"1830",71,134
"1831",134,21
"1832",21,128
"1833",128,9
"1834",9,160
"1835",160,4
"1836",4,149
"1837",149,84
"1838",84,112
"1839",112,148
"1840",148,109
"1841",109,63
"1842",63,26
"1843",26,141
"1844",141,124
"1845",124,96
"1846",96,54
"1847",54,165
"1848",165,6
"1849",6,150
"1850",150,11
"1851",11,39
"1852",39,74
"1853",74,106
"1854",106,69
"1855",69,90
"1856",90,23
"1857",23,65
"1858",65,131
"1859",131,165
"1860",165,47
"1861",47,84
"1862",84,101
"1863",101,150
"1864",150,123
"1865",123,60
"1866",60,144
"1867",144,114
"1868",114,35
"1869",35,7
"1870",7,48
"1871",48,79
"1872",79,161
